projectid,name,cat_id,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country
1000992739,Quick Query - Relaunch!,65,Playing Cards,Games,USD,18/08/14 19:02,750,19/07/14 19:02,1207,successful,56,US
1000997384,"Quick, The Clockwork Knight Volume #2",19,Comics,Comics,USD,03/06/14 7:59,2000,16/04/14 5:25,2585,successful,105,US
1001000566,WrittenWitheArt,42,Publishing,Publishing,USD,05/03/14 19:00,1500,04/02/14 1:30,1500,successful,26,US
100101389,"Uptown Juice Company: Local, cold-pressed goodness",6,Food,Food,USD,01/04/14 8:59,25000,25/02/14 0:15,30066,successful,161,US
100101652,Objecthood: A Story of an Imagined Economy (Canceled),16,Art Books,Publishing,USD,12/08/11 18:25,15000,22/07/11 0:28,25,canceled,1,US
1001019464,Strain Wars: Playing cards,65,Playing Cards,Games,USD,31/07/16 11:18,5000,16/07/16 11:18,176,failed,6,US
1001020080,Wood Floor Fundraiser,52,Dance,Dance,USD,16/08/15 17:13,1200,11/08/15 17:13,1205,successful,21,US
100102338,Water Purification System Using Solar Evacuated Tube,8,Product Design,Design,USD,28/04/16 23:36,150,08/04/16 23:36,218,successful,15,US
1001028167,Steel Cathedrals- Short poems for the digital age.,1,Poetry,Publishing,GBP,28/07/13 23:17,4000,28/06/13 23:17,20,failed,1,GB
1001033266,The Chameleon Chronicles: Colors of Fate,30,Fiction,Publishing,USD,23/12/14 5:00,500,03/12/14 4:26,1,failed,1,US
1001035783,Once Were Ghosts - Ephemeral 7-Song EP,11,Indie Rock,Music,USD,14/06/11 9:00,1000,15/04/11 9:00,0,failed,0,US
1001042227,Via Chic_OneClutch»,8,Product Design,Design,USD,14/08/15 3:47,75000,30/06/15 3:47,1736,failed,21,US
1001043181,Afraid So Galileo Album,32,Rock,Music,USD,26/06/16 11:39,5500,27/05/16 11:39,0,failed,0,US
1001048123,Paterson Falls Film Festival,4,Film & Video,Film & Video,USD,03/05/13 3:09,1500,03/04/13 3:09,1612,successful,27,US
1001057158,Thailand country side,25,Photography,Photography,USD,25/10/14 21:23,17000,26/08/14 21:23,35,failed,2,US
1001064677,Equinox: my first comic (genre: fantasy),19,Comics,Comics,USD,04/06/11 21:36,5150,25/04/11 21:36,5965.5,successful,97,US
1001077166,Student Operated Fabrication Lab,71,Fabrication Tools,Technology,USD,11/07/12 13:55,5000,11/06/12 13:55,5000,successful,57,US
1001086968,Nurse Mare Foals: Born to Die,9,Documentary,Film & Video,USD,06/01/15 19:45,20000,07/12/14 19:45,22421,successful,383,US
1001087429,The Bird Nerd,72,Comedy,Film & Video,GBP,03/07/14 16:00,400,03/06/14 16:00,1065,successful,36,GB
1001087682,Funky Grits - fast casual diner pairing music with the menu!,5,Restaurants,Food,USD,01/10/15 6:59,100000,03/09/15 17:32,1600,failed,13,US
1001093391,The Great Kentucky Goblin Spree,4,Film & Video,Film & Video,USD,21/03/14 20:04,5500,19/02/14 21:04,6614,successful,88,US
1001115961,Made From Scratch,5,Restaurants,Food,USD,31/08/15 18:33,25000,01/08/15 18:33,0,failed,0,US
1001116225,Pierced Hearts Tattoo Boutique Start Up,28,Art,Art,USD,13/05/15 13:40,5000,14/03/15 12:40,0,failed,0,US
1001126692,Pole Diversity: A Showcase of Acrobatic Dance (Part Two),73,Performances,Dance,USD,19/09/15 2:00,450,19/08/15 21:02,160,failed,4,US
1001132597,A New Omni-Wheel. A mechanical innovation created for robots,33,Hardware,Technology,USD,24/06/16 16:19,3500,25/05/16 16:19,107,failed,7,US
1001135664,BrewStick ~ carboy ruler,6,Food,Food,USD,24/03/14 21:45,22500,22/02/14 22:45,50,failed,2,US
1001136944,Open Fiesta Arts Store dreaming big in San Antonio,74,Sculpture,Art,USD,05/03/16 0:50,5000,20/01/16 0:50,52,failed,4,US
1001137002,Opening Portals DVD,9,Documentary,Film & Video,GBP,28/03/14 9:27,2000,26/02/14 10:27,0,failed,0,GB
1001143049,Nutty Nations: Re-Imagining Learning Through Games,61,Mobile Games,Games,USD,01/12/14 12:24,25000,24/10/14 12:24,18431,canceled,71,US
1001149306,Night Terrors: Garden of Limbo,30,Fiction,Publishing,USD,05/01/14 20:23,350,06/12/13 20:23,1067,successful,14,US
100114978,Inclusive Toolkit: tools for iOS & OS X app accessibility,55,Software,Technology,GBP,13/06/15 3:00,5500,13/05/15 13:20,7157,successful,184,GB
1001156528,Greek4Fun,40,Video Games,Games,USD,09/05/12 15:07,12000,09/04/12 15:07,686,failed,14,US
1001157858,Hood's Up Brewery,7,Drinks,Food,USD,21/06/15 5:00,28000,15/05/15 20:39,12024,failed,62,US
1001159174,Fooju Dance Collaborative,73,Performances,Dance,USD,21/12/14 8:02,1500,21/11/14 8:02,1900,successful,47,US
1001165113,CHRIS CRITELLI RECORDS HIS DEBUT EP!,26,Pop,Music,USD,05/09/13 4:02,10000,06/08/13 4:02,11713,successful,195,US
10011702,Piero Marsili,9,Documentary,Film & Video,GBP,09/08/16 17:51,10000,30/06/16 17:51,0,failed,0,GB
1001181420,Sleeping in a Truck,32,Rock,Music,USD,15/07/09 4:58,10000,20/06/09 22:15,10328,successful,65,US
1001188527,Design Your Own Leatherjacket,17,Fashion,Fashion,EUR,14/06/16 22:04,2000,29/05/16 22:04,2028,successful,7,DE
1001190550,Sanfilippo Wing it!,31,Accessories,Fashion,EUR,26/06/16 23:59,10000,15/05/16 22:43,855,failed,25,DE
1001217929,LEGO Imagination Lab,75,Animation,Film & Video,USD,16/03/14 22:56,2500,14/02/14 23:56,1186.69,failed,15,US
1001218320,Arkham Source Book,13,Games,Games,USD,12/08/12 5:33,800,13/06/12 5:33,45,failed,3,US
1001223817,Finishing & Festival Funds - The Final Stage - short film,43,Shorts,Film & Video,USD,18/09/16 2:01,2000,29/08/16 22:44,310,failed,9,US
1001227372,Lonely House Films: Adam Hope,4,Film & Video,Film & Video,USD,09/06/12 7:43,3397.98,10/05/12 7:43,50,failed,1,US
1001230250,Open A.I.R.,28,Art,Art,USD,12/07/10 22:00,3000,12/05/10 21:45,3125,successful,55,US
1001242672,At Home in Maine: A Film Series About Homebirth and Midwives,9,Documentary,Film & Video,USD,15/09/11 17:35,10000,01/08/11 17:35,1765,failed,34,US
1001243185,The FUSIONproject,9,Documentary,Film & Video,USD,24/04/11 1:08,5000,24/03/11 0:08,100,failed,1,US
1001243867,Lego Batman: Zombie Genesis Series,75,Animation,Film & Video,GBP,04/06/13 10:17,125,14/05/13 10:17,242,successful,19,GB
1001244864,Digitizing My Family,29,Family,Film & Video,USD,06/12/14 6:59,3500,05/11/14 15:50,3585,successful,43,US
100124630,"""Progress"" The Steampunk Series - Season 2",4,Film & Video,Film & Video,USD,05/09/15 3:19,40000,06/08/15 3:19,733,failed,18,US
1001251896,Winter Writing Residency,28,Art,Art,USD,15/02/12 17:59,1000,28/01/12 19:07,1145,successful,21,US
1001259618,DOME Shades: Sunglasses for Big Heads,31,Accessories,Fashion,USD,31/03/15 21:13,10000,25/02/15 21:13,3238,failed,36,US
1001263250,A Portrait a Day 365 Challenge,54,Painting,Art,USD,25/12/14 17:43,30000,25/11/14 17:43,1152,failed,9,US
1001265769,XPUMP | TURN ANY SOUND SOURCE INTO A HOME THEATER EXPERIENCE,76,Sound,Technology,USD,21/10/16 10:00,25000,06/09/16 10:00,227673,successful,2278,US
1001270191,Complete Paine's Skatepark,23,Public Art,Art,USD,03/04/13 23:01,10000,14/03/13 22:01,11511.1,successful,177,US
1001279854,Westward #8,15,Comic Books,Comics,USD,31/07/14 18:00,2500,25/06/14 17:27,2611,successful,75,US
1001292387,TIBA Putt: A personal approach to improve your putting,8,Product Design,Design,USD,14/05/14 4:54,9225,14/04/14 4:54,1076,failed,32,US
1001295591,Ghost Herds: Rescuing horses and horse people in Kentucky,10,Nonfiction,Publishing,USD,25/02/13 3:06,2200,26/01/13 3:06,2510,successful,31,US
100130008,Gideon's Epic Forge,74,Sculpture,Art,USD,30/08/14 23:40,550,31/07/14 23:40,708,successful,23,US
1001302832,"The Farmer, the Bean and the Holy Roast",6,Food,Food,USD,21/02/13 22:58,3500,22/01/13 22:58,1278,failed,29,US
1001303993,A Jessica Rabbit Production,3,Music,Music,USD,16/07/12 6:59,1300,28/06/12 5:56,625,failed,10,US
1001304256,FINAL HOURS!!! Kira Kira Rainbow Unicorn Stickers!,77,Stationery,Crafts,AUD,17/01/16 9:03,250,02/01/16 9:03,1009,successful,39,AU
1001328623,Belleflower - A Feature Film,2,Narrative Film,Film & Video,USD,28/05/14 23:32,2500,07/05/14 23:32,3863.37,successful,42,US
1001333672,Mutant Plants: A Guide (Canceled),10,Nonfiction,Publishing,GBP,03/08/13 11:17,1000,04/07/13 11:17,55,canceled,6,GB
1001338336,MAB MINDZ AT SOUND SET 2014,48,Apparel,Fashion,USD,09/05/14 6:30,1500,22/04/14 2:33,247,failed,9,US
1001338443,Lei,4,Film & Video,Film & Video,GBP,17/04/16 0:00,370,24/03/16 18:44,495,successful,17,GB
1001339505,"""The Get Back"" an adaptation of Wrong Becomes Me",2,Narrative Film,Film & Video,USD,03/08/10 5:59,9000,24/06/10 13:34,171,failed,8,US
1001340544,The Bicycle Bus,23,Public Art,Art,USD,25/03/13 12:00,4500,20/02/13 20:45,5263,successful,107,US
100134337,Danger!  Extreme Lawn Darts (Canceled),40,Video Games,Games,USD,30/05/12 21:11,10000,15/05/12 21:11,60,canceled,3,US
1001344493,My 1st Cookbook (for children),68,Children's Books,Publishing,USD,29/07/13 5:00,3800,29/06/13 2:37,272,failed,9,US
1001348491,Glory of the Three Kingdoms - Guandu Core Set,27,Tabletop Games,Games,USD,07/12/12 14:43,7000,23/10/12 14:43,7782,successful,130,US
1001352451,The Great Apple Pie,78,Farmer's Markets,Food,CAD,15/08/14 5:03,15,16/07/14 5:03,6,failed,2,CA
1001353002,The Project Unknown (Canceled),40,Video Games,Games,NOK,07/11/15 18:59,50000,08/09/15 18:59,5,canceled,1,NO
1001353112,It belongs to the world: Ackermann's Repository of Arts!,17,Fashion,Fashion,USD,05/07/13 2:50,5000,05/06/13 2:50,0,failed,0,US
1001368898,Riposte (Canceled),40,Video Games,Games,EUR,18/11/15 20:10,15000,19/10/15 20:10,1030,canceled,28,NL
1001373564,"Chill Puck - Keep your beverage colder, longer.",8,Product Design,Design,USD,08/05/13 21:01,7500,10/04/13 2:00,41759,successful,1127,US
1001377540,Heroes And Other Strangers at FringeNYC,18,Theater,Theater,USD,02/07/11 4:53,1971,30/05/11 5:52,2308.5,successful,53,US
1001404128,Project World,25,Photography,Photography,GBP,30/04/14 1:00,20000,26/03/14 0:45,25,failed,2,GB
1001423755,Single Track - contemporary art gallery and espresso bar,28,Art,Art,GBP,22/11/13 21:08,9900,23/10/13 21:08,10015,successful,85,GB
1001432466,The Great Fly Cup Bake Off,79,Events,Food,GBP,08/09/15 20:29,250,09/08/15 20:29,340,successful,17,GB
1001435839,"Un Amour Oublie ""a love forgotten""",75,Animation,Film & Video,USD,10/06/15 19:37,5000,11/05/15 19:37,0,failed,0,US
1001442355,In the Loop: A Resource Strategy Game for Tomorrow's Leaders,27,Tabletop Games,Games,USD,07/08/15 14:01,10000,08/07/15 14:01,14414,successful,102,US
100144828,Sasha's Fashion Show - Spectacle,17,Fashion,Fashion,USD,21/03/14 22:31,1750,03/03/14 21:40,2190,successful,51,US
1001468086,Bass River Press,1,Poetry,Publishing,USD,05/04/15 19:58,2000,06/03/15 19:58,325,failed,6,US
100147142,Betul Soykan Records Joaquin Turina Violin Works CD Project,80,Classical Music,Music,USD,24/09/14 2:33,2250,25/08/14 2:33,40,failed,4,US
1001473842,Food truck for the world.,22,Food Trucks,Food,USD,15/09/15 17:28,2000,31/08/15 17:28,0,failed,0,US
1001476723,Publishing The Occupy Portraits,25,Photography,Photography,USD,09/07/14 7:23,60000,10/05/14 7:23,10820,failed,71,US
1001484182,Daweyu Hills _ Crop to Cup,7,Drinks,Food,USD,15/10/15 21:01,25000,15/09/15 21:01,25816,successful,172,US
1001490622,TimeChat» (Canceled),46,Apps,Technology,AUD,24/10/14 21:05,33000,23/09/14 21:05,1110,canceled,5,AU
100149523,Duncan Woods - Chameleon EP,3,Music,Music,AUD,25/08/15 23:00,4500,04/08/15 12:05,4767,undefined,0,US
1001498884,Peripheral vision - short film,43,Shorts,Film & Video,AUD,02/06/15 10:16,250,08/05/15 10:16,842,successful,17,AU
1001503577,i do it 4 oakland,23,Public Art,Art,USD,11/12/13 23:17,4800,11/11/13 23:17,5080.2,successful,102,US
1001508135,Florida: A Broken Kingdom,30,Fiction,Publishing,USD,15/08/14 22:27,7000,16/07/14 22:27,0,failed,0,US
1001513743,Help start Jacksonville's FIRST Paint Your Own Pottery Store,70,Ceramics,Art,USD,04/11/14 0:57,8000,25/09/14 0:57,100,failed,1,US
1001516983,Baby Boom Baby Bag,17,Fashion,Fashion,GBP,28/09/13 13:33,1500,28/08/13 18:58,279,failed,12,GB
1001524172,Scar Tissue,25,Photography,Photography,USD,24/07/11 14:43,6000,09/06/11 14:43,6022,successful,20,US
1001527526,STAGNANT POOL enters post-production,43,Shorts,Film & Video,CAD,25/12/13 20:31,7500,25/11/13 20:31,8422,successful,96,CA
1001529115,I Am Pro-movement:,48,Apparel,Fashion,USD,15/02/16 23:37,20000,17/12/15 23:37,1591,failed,6,US
1001529854,Billion Dollar Project,81,Graphic Design,Design,AUD,16/01/16 10:38,200,17/12/15 10:38,0,failed,0,AU
1001542282,You in a novel,42,Publishing,Publishing,EUR,09/11/15 23:03,1000000,10/09/15 23:03,10,failed,1,IT
1001543887,Peak View Brewing Company,7,Drinks,Food,USD,10/10/16 14:25,15000,10/09/16 14:25,15018,successful,145,US
1001548662,Audience of Death (Canceled),30,Fiction,Publishing,USD,17/04/15 0:58,4500,03/03/15 0:58,0,canceled,0,US
1001556760,Finding Black Love: The Documentary,9,Documentary,Film & Video,USD,01/04/12 23:40,15000,01/02/12 23:40,785,failed,13,US
1001560762,""" The Patch, Organics """,19,Comics,Comics,USD,23/12/14 3:21,65000,23/11/14 3:21,50,failed,2,US
1001565620,Virtual Addiction Recovery Website & Phone App/ Saving life,46,Apps,Technology,USD,28/06/15 16:49,8500,29/04/15 16:49,0,failed,0,US
1001566226,Fatnek Clothing Sublimation Series of T-shirts.,17,Fashion,Fashion,GBP,01/08/13 21:53,600,02/07/13 21:53,138,failed,7,GB
1001567779,Titanium Whiskey Glass - The EPIC Drinking Glass,8,Product Design,Design,USD,27/07/14 17:24,999,27/06/14 17:24,13757,successful,75,US
1001570537,WHAT CHILDREN DO - A Feature Length Comedy,72,Comedy,Film & Video,USD,25/03/16 19:40,15000,23/02/16 20:40,15040.33,successful,192,US
1001573862,College Spring Break Review,36,Web,Technology,USD,28/03/15 18:35,9000,26/02/15 19:35,0,failed,0,US
1001575705,Tall Tales: An evening of dance with ChoreoJoey,73,Performances,Dance,USD,07/08/16 3:30,3000,21/07/16 5:18,5,failed,1,US
1001576108,Light Comes In,3,Music,Music,USD,25/06/16 7:33,7000,28/05/16 7:33,7453,successful,138,US
1001578248,WOOD FIRED OVEN FOR OUR GROWING COMMUNITY,82,Spaces,Food,EUR,21/11/15 23:10,20000,22/10/15 23:10,185,failed,9,IT
100158537,The Traps - 2nd Record Vinyl Release,11,Indie Rock,Music,GBP,01/08/15 21:01,2000,09/06/15 13:59,2712,successful,80,GB
1001591110,Rocky Horror Saved My Life - A Fan Documentary,9,Documentary,Film & Video,USD,01/11/13 1:00,50000,02/09/13 2:06,66554.56,successful,665,US
1001600663,CLEX - 4 in 1 Smart Device (Canceled),35,Gadgets,Technology,USD,18/07/16 22:56,50000,13/06/16 22:56,5650,canceled,22,US
100161658,Songs of the Damned Jake Brock's Latest Album.,32,Rock,Music,USD,13/10/12 15:28,15000,24/08/12 15:28,130,failed,4,US
100162622,Circa Vitae requests crowd fundage to record our full length album... TO VINYL!!!,11,Indie Rock,Music,USD,01/11/09 7:59,2000,06/08/09 23:19,80,failed,4,US
1001639879,Stiletto Red's New EP,32,Rock,Music,USD,12/07/14 1:24,3500,12/06/14 1:24,1005,failed,19,US
1001639910,Bucks County: the Movie,4,Film & Video,Film & Video,USD,12/04/11 17:34,10000,25/02/11 17:34,0,failed,0,US
1001650469,LazerShirts! Not Just Another Shirt,14,Design,Design,USD,01/10/11 20:44,7000,01/09/11 20:44,8952.22,successful,207,US
1001656127,"Country Christian album titled ""I Believe""",83,Country & Folk,Music,USD,13/11/13 16:00,5000,28/10/13 16:41,140,failed,4,US
1001685760,Wholesters- A new way to Whold your things!,17,Fashion,Fashion,USD,29/05/11 1:03,1,29/04/11 1:03,566,successful,3,US
1001687258,Stamped,46,Apps,Technology,USD,22/01/16 15:36,500,23/11/15 15:36,0,failed,0,US
1001696224,Ripple Analysis: Bringing Animation to Life,8,Product Design,Design,USD,15/05/14 18:00,40000,22/04/14 17:47,326,failed,4,US
1001704257,Croc2Pop - Where kids manage dad's digital addiction,46,Apps,Technology,USD,20/08/14 21:25,1000,21/07/14 21:25,0,failed,0,US
1001708060,Carolina's Hottest,21,Webseries,Film & Video,USD,08/03/16 3:05,500000,08/01/16 3:05,0,failed,0,US
100171056,TULIPS,57,Photobooks,Photography,USD,19/12/14 5:00,18000,12/11/14 21:35,18625,successful,167,US
1001711592,Ignis Fatuus Comic Project,19,Comics,Comics,USD,11/04/14 18:05,1000,12/03/14 17:05,1,failed,1,US
1001714289,HoodRatz,43,Shorts,Film & Video,USD,26/06/12 6:00,800,30/05/12 23:40,1072,successful,18,US
1001723373,Kingdom: The Space Exploration RPG,27,Tabletop Games,Games,USD,27/01/13 23:48,6000,28/11/12 23:48,4636,failed,76,US
1001726950,Leonard Hodgins - Components,11,Indie Rock,Music,CAD,22/05/15 22:00,3500,07/04/15 22:00,51,failed,2,CA
1001732009,DotPen : Redefines drawing and writing for smart devices,8,Product Design,Design,USD,09/08/14 21:17,25000,30/06/14 21:17,39693,suspended,647,US
1001751835,C R O S S T O W N  - help us finish our feature film,2,Narrative Film,Film & Video,USD,21/12/12 20:33,12500,06/11/12 20:33,12857,successful,32,US
1001762923,Spicing it Up at Whipped & Beaten Culinary Works,6,Food,Food,USD,21/03/13 15:01,2500,19/02/13 16:02,3712,successful,125,US
1001768094,Grilling with Beer cookbook,10,Nonfiction,Publishing,USD,28/03/11 18:00,28000,27/01/11 4:47,3775,failed,40,US
1001778275,The Womanhood Short Film Fundraiser,43,Shorts,Film & Video,USD,19/06/11 16:53,500,15/05/11 16:53,600,successful,25,US
1001780885,Sunrise Diaries,28,Art,Art,USD,14/12/12 17:34,5500,14/11/12 17:34,7498.77,successful,118,US
1001786083,Me and my Tommy,10,Nonfiction,Publishing,USD,08/05/15 18:08,25000,09/03/15 17:08,0,failed,0,US
1001787855,"First Solo exhibition in a recognised gallery, next step up!",54,Painting,Art,NZD,10/05/15 22:08,10900,01/04/15 22:08,11066,successful,26,NZ
1001796633,Bromotion,9,Documentary,Film & Video,USD,10/08/12 17:00,4000,07/07/12 2:09,296,failed,12,US
100181036,FILM PROJECT:  A HISTORY OF COMING OUT,9,Documentary,Film & Video,USD,21/07/13 22:31,20000,21/06/13 22:31,756,failed,9,US
1001813414,Off grid electricity (Canceled),8,Product Design,Design,AUD,03/07/16 5:57,15000,29/05/16 5:57,217,canceled,7,AU
1001814122,Savage Thunderscape!,27,Tabletop Games,Games,USD,20/06/15 5:00,7500,17/05/15 17:49,9125,successful,182,US
1001817414,THE MC TYPE: BAD TATTOOS VOL. 3,50,Hip-Hop,Music,USD,20/06/13 19:19,1000,21/05/13 19:19,1221,successful,54,US
1001820357,No Man Is An Island,43,Shorts,Film & Video,USD,05/01/14 0:10,25000,21/11/13 0:10,25712,successful,148,US
100182282,Completion of the history of Kent,10,Nonfiction,Publishing,GBP,24/11/13 13:50,30000,25/10/13 13:50,11,failed,1,GB
1001823329,Grandkids Record a Full-length Album!,11,Indie Rock,Music,USD,06/12/11 6:59,7500,05/11/11 22:21,8739.01,successful,145,US
10018239,Borders,58,Drama,Film & Video,GBP,08/04/16 1:00,3500,25/02/16 17:40,40,failed,2,GB
1001838811,FIREWATER,43,Shorts,Film & Video,USD,11/04/12 4:00,750,15/03/12 21:16,865,successful,20,US
1001839289,Annulus: Ring of Light,9,Documentary,Film & Video,USD,12/03/12 12:57,1000,11/02/12 13:57,91,failed,6,US
1001842762,Gospel Jazz Independant Artist - CD Project,3,Music,Music,USD,18/06/11 21:34,7000,19/05/11 21:34,100,failed,1,US
1001846249,Ugly Cartoons (Poorly Drawn) for Miserable People!,19,Comics,Comics,USD,10/11/16 17:20,5000,11/10/16 17:20,20,failed,3,US
1001856035,The Daisy Dare Project (Canceled),84,Mixed Media,Art,USD,10/12/11 0:49,2000,04/11/11 23:49,0,canceled,0,US
1001857288,Occupy the Left Forum Zine,85,Journalism,Journalism,USD,12/04/12 3:34,1287,13/03/12 1:45,227,failed,9,US
1001863639,Last Man Standing - Card/board Game Survival,27,Tabletop Games,Games,GBP,24/10/16 18:13,3500,25/08/16 18:13,45,canceled,1,GB
1001878319,DANCING CLASSROOMS GRVA 2013,52,Dance,Dance,USD,10/02/13 13:37,6000,11/01/13 13:37,6000,successful,63,US
100188605,Daily Bread: Stories from Rural Greece,57,Photobooks,Photography,USD,19/03/15 18:45,10000,17/02/15 19:45,10290,successful,61,US
1001899204,Black Knight Brick Built BBQ Grill,6,Food,Food,GBP,09/10/14 19:19,15000,25/08/14 19:19,0,failed,0,GB
1001904214,MKP - The Smart & Versatile Touch Screen Keyboard For All,35,Gadgets,Technology,GBP,21/06/15 22:40,1700000,22/04/15 22:40,970,canceled,4,GB
1001904397,Boating with Clyde: Adventures on the Puget Sound,43,Shorts,Film & Video,USD,06/03/11 3:50,7500,20/01/11 3:50,8294.63,successful,116,US
